paper_id,material,field,outcome
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),measurement_method,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),ocv_V,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),pellet_thickness_um,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),pmax_temp_C,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),relative_density_pct,both_null
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),secondary_phase,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),sintering_temp_C,correct
ref11_LN-SDC,LK-SDC ((Li/K)2CO3-SDC binary carbonate),synthesis_route,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),activation_energy_eV,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),atmosphere,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),ceria_dopant,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),conductivity_S_cm,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),conductivity_temp_C,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),conductivity_type,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),dopant_fraction,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),durability_h,both_null
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),fuel,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),measurement_method,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),ocv_V,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),pellet_thickness_um,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),pmax_mW_cm2,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),pmax_temp_C,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),relative_density_pct,both_null
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),secondary_phase,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),secondary_phase_wt_pct,both_null
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),sintering_temp_C,correct
ref11_LN-SDC,LNK-SDC ((Li/Na/K)2CO3-SDC ternary carbonate),synthesis_route,correct
